Year,Month,Day,yday,mean_discharge_m3_s,total_discharge_m3_s,cum_discharge_m3_s,gageht_cm,n
2016,6,22,174,NA,0.4,636.21,152.29,288
2016,6,23,175,NA,0.4,636.61,152.22,288
2016,6,24,176,0,0.24,636.85,151.99,288
2016,6,25,177,0,0.01,636.86,151.8,288
2016,6,26,178,NA,0,636.86,151.61,288
2016,6,27,179,NA,0,636.86,151.46,288
2016,6,28,180,NA,0,636.86,151.27,288
2016,6,29,181,0,0.31,637.17,152.19,288
2016,6,30,182,NA,0.24,637.41,152.09,288
2016,7,1,183,NA,0,637.41,151.6,288
2016,7,2,184,0,0.94,638.35,153.59,288
2016,7,3,185,NA,0.29,638.64,152.31,288
2016,7,4,186,NA,0,638.64,151.8,288
2016,7,5,187,NA,0,638.64,151.46,288
2016,7,6,188,NA,0,638.64,151.27,288
2016,7,7,189,NA,0.11,638.75,151.69,288
2016,7,8,190,0,0.34,639.09,152.17,288
2016,7,9,191,NA,0.4,639.49,152.1,288
2016,7,10,192,NA,0.91,640.4,153.45,288
2016,7,11,193,NA,0.78,641.18,153.43,288
2016,7,12,194,NA,0,641.18,152.4,288
2016,7,13,195,NA,0,641.18,152.03,288
2016,7,14,196,NA,0,641.18,151.8,288
2016,7,15,197,NA,0,641.18,151.53,288
2016,7,16,198,NA,0,641.18,151.25,288
2016,7,17,199,NA,0,641.18,151.5,288
2016,7,18,200,NA,0.15,641.33,151.79,288
2016,7,19,201,0,0.16,641.49,151.85,288
2016,7,20,202,NA,0,641.49,151.39,288
2016,7,21,203,NA,0,641.49,151.09,288
2016,7,22,204,0,0,641.49,150.86,288
2016,7,23,205,0,0,641.49,150.6,288
2016,7,24,206,0,0,641.49,150.31,288
2016,7,25,207,0,0,641.49,150.05,288
2016,7,26,208,0,0,641.49,150,288
2016,7,27,209,0,0,641.49,149.92,288
2016,7,28,210,0,0,641.49,149.7,288
2016,7,29,211,0,0,641.49,149.62,288
2016,7,30,212,0,0,641.49,149.4,288
2016,7,31,213,0,0,641.49,149.15,288
2016,8,1,214,0,0,641.49,148.94,288
2016,8,2,215,0,0,641.49,148.8,288
2016,8,3,216,0,0,641.49,148.61,288
2016,8,4,217,0,0,641.49,148.39,288
2016,8,5,218,0,0,641.49,148.18,288
2016,8,6,219,0,0,641.49,147.9,288
2016,8,7,220,0,0,641.49,147.81,288
2016,8,8,221,0,0,641.49,147.57,288
2016,8,9,222,0,0,641.49,147.21,288
2016,8,10,223,0,0,641.49,147,288
2016,8,11,224,0,0,641.49,147.43,288
2016,8,12,225,0,0,641.49,148.33,288
2016,8,13,226,0,0,641.49,148.64,288
2016,8,14,227,0,0,641.49,149.2,288
2016,8,15,228,0,0,641.49,149.4,288
2016,8,16,229,0,0,641.49,149.4,288
2016,8,17,230,0,0,641.49,150.72,288
2016,8,18,231,0,0,641.49,150.44,288
2016,8,19,232,0,0,641.49,150.2,288
2016,8,20,233,0,0,641.49,150,288
2016,8,21,234,0,0,641.49,149.93,288
2016,8,22,235,0,0.11,641.6,151.17,288
2016,8,23,236,0,0,641.6,151.03,288
2016,8,24,237,0,0,641.6,150.47,288
2016,8,25,238,0,0,641.6,150.24,288
2016,8,26,239,0,0,641.6,150,288
2016,8,27,240,0,0,641.6,150,288
2016,8,28,241,0,0,641.6,149.82,288
2016,8,29,242,0,0,641.6,149.69,288
2016,8,30,243,0,0,641.6,149.4,288
2016,8,31,244,0,0,641.6,149.4,288
2016,9,1,245,0,0,641.6,149.39,288
2016,9,2,246,0,0,641.6,149.11,288
2016,9,3,247,0,0,641.6,148.96,288
2016,9,4,248,0,0,641.6,148.8,288
2016,9,5,249,0,0,641.6,148.62,288
2016,9,6,250,0,0,641.6,148.5,288
2016,9,7,251,0,0,641.6,148.5,288
2016,9,8,252,0,0,641.6,148.5,288
2016,9,9,253,0,0,641.6,148.56,288
2016,9,10,254,0,0,641.6,148.5,288
2016,9,11,255,0,0,641.6,148.64,288
2016,9,12,256,0,0,641.6,148.68,288
2016,9,13,257,0,0,641.6,148.5,288
2016,9,14,258,0,0,641.6,148.47,288
2016,9,15,259,0,0,641.6,148.4,288
2016,9,16,260,0,0,641.6,148.2,288
2016,9,17,261,0,0,641.6,148.09,288
2016,9,18,262,0,0,641.6,148.6,288
2016,9,19,263,0,0,641.6,148.96,288
2016,9,20,264,0,0,641.6,149.1,288
2016,9,21,265,0,0,641.6,149.1,288
2016,9,22,266,0,0,641.6,148.93,288
2016,9,23,267,0,0,641.6,149.51,288
2016,9,24,268,0,0,641.6,149.85,288
2016,9,25,269,0,0,641.6,149.67,288
2016,9,26,270,0,0,641.6,149.4,288
2016,9,27,271,0,0,641.6,149.59,288
2016,9,28,272,0,0,641.6,149.62,288
2016,9,29,273,0,0,641.6,149.4,288
2016,9,30,274,0,0,641.6,149.4,288
