"Date","mean_discharge_m3_s","total_discharge_m3_s","gageht_cm","n","yday","year","group","cum_m3_s"
2016-02-26,0.09,25.4,163.59,288,57,2016,"grp2",233.13
2016-02-27,NA,3.5,159.83,288,58,2016,"grp2",236.63
2016-02-28,NA,0.11,158.51,288,59,2016,"grp2",236.74
2016-02-29,NA,0.09,158.08,288,60,2016,"grp2",236.83
2016-03-01,NA,0.08,157.47,288,61,2016,"grp2",236.91
2016-03-02,NA,0.12,159.88,288,62,2016,"grp2",237.03
2016-03-03,NA,0.12,159.29,288,63,2016,"grp2",237.15
2016-03-04,NA,0.08,158,288,64,2016,"grp2",237.23
2016-03-05,NA,0.07,157.09,288,65,2016,"grp2",237.3
2016-03-06,NA,0.06,156.57,288,66,2016,"grp2",237.36
2016-03-07,NA,0.05,156.3,288,67,2016,"grp2",237.41
2016-03-08,NA,0.05,156.44,288,68,2016,"grp2",237.46
2016-03-09,NA,0.05,156.61,288,69,2016,"grp2",237.51
2016-03-10,NA,0.06,156.69,288,70,2016,"grp2",237.57
2016-03-11,NA,0.07,157.46,288,71,2016,"grp2",237.64
2016-03-12,NA,0.07,157.14,288,72,2016,"grp2",237.71
2016-03-13,NA,0.06,156.72,276,73,2016,"grp2",237.77
2016-03-14,NA,0.05,156.37,288,74,2016,"grp2",237.82
2016-03-15,NA,0.05,156.47,288,75,2016,"grp2",237.87
2016-03-16,NA,0.09,158.21,288,76,2016,"grp2",237.96
2016-03-17,NA,0.11,159.09,288,77,2016,"grp2",238.07
2016-03-18,NA,0.14,159.51,288,78,2016,"grp2",238.21
2016-03-19,NA,0.09,158.05,288,79,2016,"grp2",238.3
2016-03-20,NA,0.07,157.22,288,80,2016,"grp2",238.37
2016-03-21,NA,0.06,156.91,288,81,2016,"grp2",238.43
2016-03-22,NA,0.05,156.58,288,82,2016,"grp2",238.48
2016-03-23,NA,0.05,156.5,288,83,2016,"grp2",238.53
2016-03-24,NA,0.05,156.27,288,84,2016,"grp2",238.58
2016-03-25,NA,3.1,157.14,288,85,2016,"grp2",241.68
2016-03-26,0.02,5.85,157.66,288,86,2016,"grp2",247.53
2016-03-27,0.02,5.65,157.49,288,87,2016,"grp2",253.18
2016-03-28,0.02,6.84,158.05,288,88,2016,"grp2",260.02
2016-03-29,0.06,18.67,162.1,288,89,2016,"grp2",278.69
2016-03-30,0.04,10.84,159.78,288,90,2016,"grp2",289.53
2016-03-31,0.04,10.95,159.84,288,91,2016,"grp2",300.48
2016-04-01,0.05,13.36,160.54,288,92,2016,"grp2",313.84
2016-04-02,0.07,20.18,162.47,288,93,2016,"grp2",334.02
2016-04-03,0.04,10.77,159.74,288,94,2016,"grp2",344.79
2016-04-04,0.02,7.11,158.25,288,95,2016,"grp2",351.9
2016-04-05,0.02,5.68,157.54,288,96,2016,"grp2",357.58
2016-04-06,0.02,4.85,157.08,288,97,2016,"grp2",362.43
2016-04-07,0.04,10.94,159.02,288,98,2016,"grp2",373.37
2016-04-08,0.18,52.32,167.69,288,99,2016,"grp2",425.69
2016-04-09,0.05,14.55,160.97,288,100,2016,"grp2",440.24
2016-04-10,0.03,8.92,159.03,288,101,2016,"grp2",449.16
2016-04-11,0.02,7.2,158.28,288,102,2016,"grp2",456.36
2016-04-12,0.06,17.88,161.41,288,103,2016,"grp2",474.24
2016-04-13,0.07,20.03,162.42,288,104,2016,"grp2",494.27
2016-04-14,0.04,9.72,NA,265,105,2016,"grp2",503.99
2016-04-15,0.03,7.61,158.49,288,106,2016,"grp2",511.6
2016-04-16,0.02,6.23,157.82,288,107,2016,"grp2",517.83
2016-04-17,0.02,5.35,157.36,288,108,2016,"grp2",523.18
2016-04-18,0.02,4.67,157.02,288,109,2016,"grp2",527.85
2016-04-19,NA,2.98,156.75,288,110,2016,"grp2",530.83
2016-04-20,NA,0.03,156.49,288,111,2016,"grp2",530.86
2016-04-21,NA,0.02,156.18,288,112,2016,"grp2",530.88
2016-04-22,NA,0.02,155.97,288,113,2016,"grp2",530.9
2016-04-23,NA,0.02,155.89,288,114,2016,"grp2",530.92
2016-04-24,NA,0.02,155.6,288,115,2016,"grp2",530.94
2016-04-25,NA,0.02,155.4,288,116,2016,"grp2",530.96
2016-04-26,NA,0.01,155.4,288,117,2016,"grp2",530.97
2016-04-27,NA,0.01,155.22,288,118,2016,"grp2",530.98
2016-04-28,NA,0.01,155.07,288,119,2016,"grp2",530.99
2016-04-29,NA,1.52,154.66,288,120,2016,"grp2",532.51
2016-04-30,0.01,1.63,154.5,288,121,2016,"grp2",534.14
2016-05-01,0.01,1.63,154.41,288,122,2016,"grp2",535.77
2016-05-02,0.01,2.06,154.81,288,123,2016,"grp2",537.83
2016-05-03,0.01,2.89,155.74,288,124,2016,"grp2",540.72
2016-05-04,0.01,2.22,155.19,288,125,2016,"grp2",542.94
2016-05-05,0.01,3.47,156.2,288,126,2016,"grp2",546.41
2016-05-06,0.02,5.63,157.49,288,127,2016,"grp2",552.04
2016-05-07,0.01,3.89,156.49,288,128,2016,"grp2",555.93
2016-05-08,0.03,8.14,158.64,288,129,2016,"grp2",564.07
2016-05-09,0.03,10.07,159.46,288,130,2016,"grp2",574.14
2016-05-10,0.02,5.94,157.66,288,131,2016,"grp2",580.08
2016-05-11,0.02,4.44,156.84,288,132,2016,"grp2",584.52
2016-05-12,0.01,3.69,156.35,288,133,2016,"grp2",588.21
2016-05-13,0.01,3.22,156,288,134,2016,"grp2",591.43
2016-05-14,0.02,4.73,156.98,288,135,2016,"grp2",596.16
2016-05-15,NA,1.07,156.48,288,136,2016,"grp2",597.23
2016-05-16,NA,0.02,156.04,288,137,2016,"grp2",597.25
2016-05-17,NA,0.02,155.76,288,138,2016,"grp2",597.27
2016-05-18,NA,0.02,155.55,288,139,2016,"grp2",597.29
2016-05-19,NA,0.01,155.38,288,140,2016,"grp2",597.3
2016-05-20,NA,0.24,155.19,288,141,2016,"grp2",597.54
2016-05-21,0.01,1.68,154.69,288,142,2016,"grp2",599.22
2016-05-22,0.01,1.63,154.5,288,143,2016,"grp2",600.85
2016-05-23,NA,0.79,154.51,288,144,2016,"grp2",601.64
2016-05-24,NA,0.01,154.5,288,145,2016,"grp2",601.65
2016-05-25,NA,1.06,154.24,288,146,2016,"grp2",602.71
2016-05-26,0,0.46,NA,109,147,2016,"grp2",603.17
2016-05-27,0,0.11,NA,33,148,2016,"grp2",603.28
2016-05-28,0.01,1.49,154.35,288,149,2016,"grp2",604.77
2016-05-29,NA,0.56,153.9,288,150,2016,"grp2",605.33
2016-05-30,NA,0.66,153.69,288,151,2016,"grp2",605.99
2016-05-31,0,0.98,153.63,288,152,2016,"grp2",606.97
2016-06-01,0,0.68,153.19,288,153,2016,"grp2",607.65
2016-06-02,0,0.61,153,288,154,2016,"grp2",608.26
2016-06-03,0,0.46,153,288,155,2016,"grp2",608.72
2016-06-04,0,0.59,153.05,288,156,2016,"grp2",609.31
2016-06-05,0,0.43,152.91,288,157,2016,"grp2",609.74
2016-06-06,0.02,4.62,156.72,288,158,2016,"grp2",614.36
2016-06-07,0.01,2.02,154.94,288,159,2016,"grp2",616.38
2016-06-08,0.01,2.39,155.31,288,160,2016,"grp2",618.77
2016-06-09,NA,1.23,154.42,288,161,2016,"grp2",620
2016-06-10,0,1.02,153.76,288,162,2016,"grp2",621.02
2016-06-11,0,0.82,153.47,288,163,2016,"grp2",621.84
2016-06-12,NA,0.94,154.01,288,164,2016,"grp2",622.78
2016-06-13,0.01,3.86,156.45,288,165,2016,"grp2",626.64
2016-06-14,0.01,2.88,155.72,288,166,2016,"grp2",629.52
2016-06-15,0.01,1.85,154.81,288,167,2016,"grp2",631.37
2016-06-16,0,1.39,154.2,288,168,2016,"grp2",632.76
2016-06-17,0,1.01,153.69,288,169,2016,"grp2",633.77
2016-06-18,NA,0.7,153.32,288,170,2016,"grp2",634.47
2016-06-19,0,0.56,152.99,288,171,2016,"grp2",635.03
2016-06-20,NA,0.4,152.82,288,172,2016,"grp2",635.43
2016-06-21,NA,0.38,152.63,288,173,2016,"grp2",635.81
2016-06-22,NA,0.4,152.29,288,174,2016,"grp2",636.21
2016-06-23,NA,0.4,152.22,288,175,2016,"grp2",636.61
2016-06-24,0,0.24,151.99,288,176,2016,"grp2",636.85
2016-06-25,0,0.01,151.8,288,177,2016,"grp2",636.86
2016-06-26,NA,0,151.61,288,178,2016,"grp2",636.86
2016-06-27,NA,0,151.46,288,179,2016,"grp2",636.86
2016-06-28,NA,0,151.27,288,180,2016,"grp2",636.86
2016-06-29,0,0.31,152.19,288,181,2016,"grp2",637.17
2016-06-30,NA,0.24,152.09,288,182,2016,"grp2",637.41
2016-07-01,NA,0,151.6,288,183,2016,"grp2",637.41
2016-07-02,0,0.94,153.59,288,184,2016,"grp2",638.35
2016-07-03,NA,0.29,152.31,288,185,2016,"grp2",638.64
2016-07-04,NA,0,151.8,288,186,2016,"grp2",638.64
2016-07-05,NA,0,151.46,288,187,2016,"grp2",638.64
2016-07-06,NA,0,151.27,288,188,2016,"grp2",638.64
2016-07-07,NA,0.11,151.69,288,189,2016,"grp2",638.75
2016-07-08,0,0.34,152.17,288,190,2016,"grp2",639.09
2016-07-09,NA,0.4,152.1,288,191,2016,"grp2",639.49
2016-07-10,NA,0.91,153.45,288,192,2016,"grp2",640.4
2016-07-11,NA,0.78,153.43,288,193,2016,"grp2",641.18
2016-07-12,NA,0,152.4,288,194,2016,"grp2",641.18
2016-07-13,NA,0,152.03,288,195,2016,"grp2",641.18
2016-07-14,NA,0,151.8,288,196,2016,"grp2",641.18
2016-07-15,NA,0,151.53,288,197,2016,"grp2",641.18
2016-07-16,NA,0,151.25,288,198,2016,"grp2",641.18
2016-07-17,NA,0,151.5,288,199,2016,"grp2",641.18
2016-07-18,NA,0.15,151.79,288,200,2016,"grp2",641.33
2016-07-19,0,0.16,151.85,288,201,2016,"grp2",641.49
2016-07-20,NA,0,151.39,288,202,2016,"grp2",641.49
2016-07-21,NA,0,151.09,288,203,2016,"grp2",641.49
2016-07-22,0,0,150.86,288,204,2016,"grp2",641.49
2016-07-23,0,0,150.6,288,205,2016,"grp2",641.49
2016-07-24,0,0,150.31,288,206,2016,"grp2",641.49
2016-07-25,0,0,150.05,288,207,2016,"grp2",641.49
2016-07-26,0,0,150,288,208,2016,"grp2",641.49
2016-07-27,0,0,149.92,288,209,2016,"grp2",641.49
2016-07-28,0,0,149.7,288,210,2016,"grp2",641.49
2016-07-29,0,0,149.62,288,211,2016,"grp2",641.49
2016-07-30,0,0,149.4,288,212,2016,"grp2",641.49
2016-07-31,0,0,149.15,288,213,2016,"grp2",641.49
2016-08-01,0,0,148.94,288,214,2016,NA,641.49
2016-08-02,0,0,148.8,288,215,2016,NA,641.49
2016-08-03,0,0,148.61,288,216,2016,NA,641.49
2016-08-04,0,0,148.39,288,217,2016,NA,641.49
2016-08-05,0,0,148.18,288,218,2016,NA,641.49
2016-08-06,0,0,147.9,288,219,2016,NA,641.49
2016-08-07,0,0,147.81,288,220,2016,NA,641.49
2016-08-08,0,0,147.57,288,221,2016,NA,641.49
2016-08-09,0,0,147.21,288,222,2016,NA,641.49
2016-08-10,0,0,147,288,223,2016,NA,641.49
2016-08-11,0,0,147.43,288,224,2016,NA,641.49
2016-08-12,0,0,148.33,288,225,2016,NA,641.49
2016-08-13,0,0,148.64,288,226,2016,NA,641.49
2016-08-14,0,0,149.2,288,227,2016,NA,641.49
2016-08-15,0,0,149.4,288,228,2016,NA,641.49
2016-08-16,0,0,149.4,288,229,2016,NA,641.49
2016-08-17,0,0,150.72,288,230,2016,NA,641.49
2016-08-18,0,0,150.44,288,231,2016,NA,641.49
2016-08-19,0,0,150.2,288,232,2016,NA,641.49
2016-08-20,0,0,150,288,233,2016,NA,641.49
2016-08-21,0,0,149.93,288,234,2016,NA,641.49
2016-08-22,0,0.11,151.17,288,235,2016,NA,641.6
2016-08-23,0,0,151.03,288,236,2016,NA,641.6
2016-08-24,0,0,150.47,288,237,2016,NA,641.6
2016-08-25,0,0,150.24,288,238,2016,NA,641.6
2016-08-26,0,0,150,288,239,2016,NA,641.6
2016-08-27,0,0,150,288,240,2016,NA,641.6
2016-08-28,0,0,149.82,288,241,2016,NA,641.6
2016-08-29,0,0,149.69,288,242,2016,NA,641.6
2016-08-30,0,0,149.4,288,243,2016,NA,641.6
2016-08-31,0,0,149.4,288,244,2016,NA,641.6
2016-09-01,0,0,149.39,288,245,2016,NA,641.6
2016-09-02,0,0,149.11,288,246,2016,NA,641.6
2016-09-03,0,0,148.96,288,247,2016,NA,641.6
2016-09-04,0,0,148.8,288,248,2016,NA,641.6
2016-09-05,0,0,148.62,288,249,2016,NA,641.6
2016-09-06,0,0,148.5,288,250,2016,NA,641.6
2016-09-07,0,0,148.5,288,251,2016,NA,641.6
2016-09-08,0,0,148.5,288,252,2016,NA,641.6
2016-09-09,0,0,148.56,288,253,2016,NA,641.6
2016-09-10,0,0,148.5,288,254,2016,NA,641.6
2016-09-11,0,0,148.64,288,255,2016,NA,641.6
2016-09-12,0,0,148.68,288,256,2016,NA,641.6
2016-09-13,0,0,148.5,288,257,2016,NA,641.6
2016-09-14,0,0,148.47,288,258,2016,NA,641.6
2016-09-15,0,0,148.4,288,259,2016,NA,641.6
2016-09-16,0,0,148.2,288,260,2016,NA,641.6
2016-09-17,0,0,148.09,288,261,2016,NA,641.6
2016-09-18,0,0,148.6,288,262,2016,NA,641.6
2016-09-19,0,0,148.96,288,263,2016,NA,641.6
2016-09-20,0,0,149.1,288,264,2016,NA,641.6
2016-09-21,0,0,149.1,288,265,2016,NA,641.6
2016-09-22,0,0,148.93,288,266,2016,NA,641.6
2016-09-23,0,0,149.51,288,267,2016,NA,641.6
2016-09-24,0,0,149.85,288,268,2016,NA,641.6
2016-09-25,0,0,149.67,288,269,2016,NA,641.6
2016-09-26,0,0,149.4,288,270,2016,NA,641.6
2016-09-27,0,0,149.59,288,271,2016,NA,641.6
2016-09-28,0,0,149.62,288,272,2016,NA,641.6
2016-09-29,0,0,149.4,288,273,2016,NA,641.6
2016-09-30,0,0,149.4,288,274,2016,NA,641.6
